,phitot,LRm,LTheta,LRp,LME,LBE,LEN,LTE,LCE,LMPot,LCON,LAG,lowTotal,HRm,HTheta,HRp,HME,HBE,HEN,HTE,HCE,HMPot,HCON,HAG,highTotal,state
0,100.0,0.00041211291985693245,0.001000000065500302,1.4294857871771526e-07,249.97573539467888,9.424778409929071e-05,-566.5431296826995,708.5010618519175,-325.71565182494453,-1.7153176928042202,62.15205163213525,72.15033810911058,-507.5453647963217,6.255389059328526e-05,0.0010000399647753823,6.243865573447909e-08,249.8401633969753,9.425530508779327e-05,-166.1253431719956,16.324930959458225,49.011586246360565,-6.394739881222871,0.0009981859994603445,-623.8867091185032,-490.7820116105858,11
1,429.1666666666667,0.0005106150507553151,0.0010000019477999962,1.0424785181084553e-07,1072.8326193474318,9.424813889922579e-05,-1986.5621732710752,1087.6693838714664,-941.2252063454505,-1.6258200164195258,200.68216902586954,100.71200612061801,-1553.0369830078364,0.00012948670024913954,0.0010008226291690308,1.287087442212761e-07,1072.5852553926488,9.44028974451498e-05,-712.9485250734325,70.06038973174535,228.49894232653693,-6.393835946378844,0.07694660848333797,-2677.524563623136,-2088.934341431664,11
2,758.3333333333334,0.0005228166927502592,0.001000023306433813,1.0055580588894079e-07,1895.6882884564036,9.425216495978451e-05,-3107.409877092789,1140.3210019651292,-1236.214182274798,-2.0488571591489553,227.9380757094471,-201.79860739629032,-2421.2590369437835,1.8172711108552267e-06,0.09465866640164444,1.4297844503337278e-07,1854.3337240937701,0.8438545252853223,-1256.2683086977725,123.35135553417958,439.9694192117792,-6.42215850156754,0.6336404401971178,-4737.334567712602,-3660.2719413649243,11
3,1087.5,1.0,1.0,1.0,2718.749891250001,86.65097392540919,-35459.16279498369,3835397190337061.5,-32507.82772967366,-28.10356287970161,1.5907618854971687e+29,1087.4999999993859,1.590761885497191e+29,9.357036271378303e-07,0.22009505182889405,1.397662771305822e-07,2603.7693908621595,4.547134584837404,-1796.2210349877355,176.218431710391,685.3600221510661,-6.4453898752824745,2.552763894394524,-6802.945815217135,-5209.6038710037,01
4,1416.6666666666667,1.0,1.0,1.0,3541.6665250000015,86.65097392540919,-45814.486310345615,3835397190337061.5,-41906.36859755533,-27.839137669414427,1.5907618854971687e+29,1416.6666666656245,1.590761885497191e+29,7.482686534778277e-07,0.31439051542613666,1.358605589357457e-07,3354.8709127476927,9.239104054639707,-2335.2530904201885,228.971727082756,965.0922032898326,-6.4526988862436605,6.226196854737282,-8870.058054730453,-6728.978114015927,01
5,1745.8333333333335,1.0,1.0,1.0,4364.5831587500015,86.65097392540919,-56092.62348494228,3835397190337061.5,-51191.93191808295,-27.630212367102832,1.5907618854971687e+29,1745.8333333317503,1.590761885497191e+29,6.753744371005703e-07,0.3871355061162058,1.3125359321557047e-07,4109.912238190632,13.949743701022687,-2873.586228858347,281.63872068650664,1281.6275520222582,-6.452553314999568,11.68310657310066,-10938.306155512486,-8212.397252651353,01
6,2075.0,1.0,1.0,1.0,5187.4997925000025,86.65097392540919,-66314.73863058368,3835397190337061.5,-60376.16274630086,-27.457483210000664,1.5907618854971687e+29,2074.999999997764,1.590761885497191e+29,6.413400212844091e-07,0.44501360576018745,1.2645416618973657e-07,4869.0034459489925,18.358561066720966,-3411.3480205231135,334.23522604959317,1637.8829846317662,-6.448817378647107,18.815580364175318,-13007.4799752683,-9655.274077305769,01
7,2404.166666666667,1.0,1.0,1.0,6010.416426250003,86.65097392540919,-76478.00187202625,3835397190337061.5,-69465.51617542838,-27.310241020517548,1.5907618854971687e+29,2404.166666663665,1.590761885497191e+29,6.247301315304216e-07,0.492351723569309,1.217739807206987e-07,5631.743818356139,22.388816829312745,-3948.610352323872,386.7701480254869,2037.283667036869,-6.443312680945683,27.515996784016536,-15077.461362506665,-11053.385280180775,01
8,2733.3333333333335,1.0,1.0,1.0,6833.333060000004,86.65097392540919,-86596.05536198856,3835397190337061.5,-78463.12392589738,-27.181922498081892,1.5907618854971687e+29,2733.333333329453,1.590761885497191e+29,6.171784726453558e-07,0.5320149582800854,1.1734889529401725e-07,6397.633469370197,26.0525949539943,-4485.406671890732,439.2476265746072,2483.8563883296906,-6.436935028542866,37.71007720635879,-17148.195441490785,-12402.328592745876,01
9,3062.5,1.0,1.0,1.0,7656.249693750003,86.65097392540919,-96680.78543903324,3835397190337061.5,-87369.66076569294,-27.068212787813486,1.5907618854971687e+29,3062.4999999951297,1.590761885497191e+29,6.147521044874146e-07,0.5659710777535201,1.1322099223370772e-07,7166.185281267386,29.39243828817033,-5021.745318463207,491.66869890292975,2982.359179778833,-6.430141059723987,49.35391957214756,-19219.668252463274,-13697.182049332894,01
