,probLow,probHigh,lowEnergy,minLE,maxLE,minHE,maxHE,maxLPHI,maxHPHI,highEnergy,phitot
0,1.0,0.0,-429.7737475602405,-430.48079294976367,-395.12944422087975,,,0.014400956218072426,0.0,,100.0
1,0.9791666666666666,0.020833333333333332,-582.7967673363994,-582.8120067900628,-582.0965927519588,-368.6189868698622,-368.6189868698622,0.01223715224600279,0.36321369720992946,-368.6189868698622,152.7027027027027
2,1.0,0.0,-715.3534356496903,-715.3860703257179,-714.2180033968007,,,0.014923235040121286,0.0,,205.40540540540542
3,0.9545454545454546,0.045454545454545456,-833.8244421310169,-833.8605431866438,-832.3474751638963,-616.1101437912799,-615.7451558021243,0.01741303098181359,0.36427607008916024,-615.9276497967021,258.1081081081081
4,0.7954545454545454,0.20454545454545456,-941.436285980446,-941.4363299105836,-941.4361664831506,-737.5695436091711,-725.6259006877777,0.019702936585378653,0.3682409326545915,-734.9153981870436,310.81081081081084
5,0.7857142857142857,0.21428571428571427,-1040.161222000172,-1040.1612532874349,-1040.1610236963356,-857.4603883682148,-857.4603544815924,0.021955147769790854,0.3632342340948129,-857.4603668046686,363.5135135135135
6,0.7804878048780488,0.21951219512195122,-1131.449692937181,-1131.4497520156547,-1131.4493076860572,-975.747453716666,-975.7474231885815,0.024138068013759697,0.3632471371243651,-975.7474439524295,416.2162162162162
7,0.8157894736842105,0.18421052631578946,-1216.331437509453,-1216.3314766471476,-1216.3313043638382,-1092.3940265450478,-1092.3939679553282,0.026269676099518278,0.3632612991387217,-1092.3939981042713,468.9189189189189
8,0.9090909090909091,0.09090909090909091,-1295.5851312633852,-1295.5852070519259,-1295.5842492272573,-1207.3618815232417,-1207.3618539246388,0.028364074512563526,0.36327797126840766,-1207.361863147999,521.6216216216217
9,0.717948717948718,0.28205128205128205,-1369.817244797295,-1369.8173285141506,-1369.8166005895368,-1320.6112489882944,-1320.6093513453368,0.03043270582780257,0.36329652526637085,-1320.611047533538,574.3243243243244
10,0.8,0.2,-1439.5107486660888,-1439.5108577285207,-1439.5101011404167,-1432.100498671426,-1432.100226633905,0.032485198455867406,0.36332651077296413,-1432.1003613041564,627.027027027027
11,0.7714285714285715,0.22857142857142856,-1505.057574566493,-1505.0576429639286,-1505.0568039819045,-1541.9336281325104,-1541.4355557132035,0.03453051478933349,0.36391318918753374,-1541.8713690705058,679.7297297297297
12,0.7297297297297297,0.2702702702702703,-1566.7803345275036,-1566.7803987549125,-1566.7801465138843,-1650.236040703921,-1650.236040691265,0.03657613182782799,0.36450186230501774,-1650.23604069965,732.4324324324324
13,0.5945945945945946,0.40540540540540543,-1624.948243319853,-1624.948329248599,-1624.948019145497,-1756.9199243902028,-1756.9199243875787,0.03863030095939191,0.36503909633889203,-1756.9199243895803,785.1351351351351
14,0.5135135135135135,0.4864864864864865,-1679.7885114278972,-1679.7885454075397,-1679.7883300930873,-1861.8986876502202,-1861.8986876492702,0.04070075622107652,0.36553217165420515,-1861.8986876499714,837.8378378378378
