,probLow,probHigh,lowEnergy,minLE,maxLE,minHE,maxHE,maxLPHI,maxHPHI,highEnergy,phitot
15,0.48484848484848486,0.5151515151515151,-1731.4946104698906,-1731.4946769524227,-1731.4945128151958,-1965.0878105719491,-1961.022490067456,0.042795965770878484,0.36598715668961795,-1964.8486740715034,890.5405405405405
16,0.3793103448275862,0.6206896551724138,-1780.233513659063,-1780.2335642730054,-1780.2334043418346,-2066.4043005830054,-2059.2912058219745,0.04492478087667094,0.36640909762207463,-2066.009128651566,943.2432432432432
17,0.3870967741935484,0.6129032258064516,-1826.1506361039126,-1826.1506886737723,-1826.1505291968629,-2165.766149128056,-2153.4200985160214,0.047097920855672236,0.3668020918892783,-2165.1163569901487,995.9459459459459
18,0.2916666666666667,0.7083333333333334,-1869.3746243734781,-1869.3746777335787,-1869.3745272279036,-2263.091799587045,-2242.5122696179446,0.04932702520095629,0.3671697825890119,-2261.881239000455,1048.6486486486488
19,0.19230769230769232,0.8076923076923077,-1910.021508658562,-1910.0215291707989,-1910.0215034563716,-2358.2996294371583,-2325.490344768198,0.05162758561384502,0.36755472143508916,-2356.737249758363,1101.3513513513512
20,0.16666666666666666,0.8333333333333334,-1948.1984614721339,-1948.1985481091488,-1948.1984007070384,-2451.307446134166,-2439.284788190003,0.05401856520214483,0.36784050233038734,-2450.8265398162657,1154.054054054054
21,0.19230769230769232,0.8076923076923077,-1984.0088454594993,-1984.008863812122,-1984.0088331710092,-2542.0319943909294,-2528.2564518961867,0.05652504475741848,0.36818407070608616,-2541.375945088958,1206.7567567567567
22,0.21739130434782608,0.782608695652174,-2017.556865637398,-2017.5569331038903,-2017.5567770613577,-2630.388471522933,-2614.6154031373085,0.059183595754437414,0.3710751727548935,-2629.2556038498474,1259.4594594594594
23,0.22727272727272727,0.7727272727272727,-2048.956558145019,-2048.9566209334885,-2048.9564649530494,-2716.290046878583,-2708.0847280424655,0.06204783914510591,0.37231637916708443,-2715.727225297365,1312.162162162162
24,0.20833333333333334,0.7916666666666666,-2078.3446431332586,-2078.3446821907605,-2078.3445279841385,-2799.6473808759843,-2797.6114140646996,0.06520796155340501,0.3707262292732958,-2799.428148758839,1364.8648648648648
25,0.15,0.85,-2105.908163580995,-2105.9081639458104,-2105.9081633985875,-2880.3681387346296,-2875.908301297595,0.0688359907956349,0.3717926890822477,-2879.8396591722094,1417.5675675675675
26,0.0,1.0,,,,-2958.3564935708723,-2950.461492789731,0.0,0.3728508714015156,-2957.632158331628,1470.2702702702702
27,0.0,1.0,,,,-3033.5126130871063,-3021.457764571285,0.0,0.37384681656378477,-3032.46419549801,1522.972972972973
28,0.0,1.0,,,,-3105.7321236014845,-3097.3671083494805,0.0,0.3701539389583667,-3105.08577751687,1575.6756756756756
29,0.0,1.0,,,,-3174.9055446082543,-3173.423041654798,0.0,0.3716914081012164,-3174.814566750872,1628.3783783783783
30,0.0,1.0,,,,-3240.9176864016445,-3238.8652200779575,0.0,0.3721779812935322,-3240.8170971856334,1681.081081081081
31,0.0,1.0,,,,-3303.6470025053763,-3300.8162793822435,0.0,0.3726457532397699,-3303.528797464157,1733.7837837837837
32,0.0,1.0,,,,-3362.964887689782,-3362.873669537322,0.0,0.37101388044254247,-3362.9556017736136,1786.4864864864865
33,0.0,1.0,,,,-3418.7349111864346,-3418.661832639661,0.0,0.37124775495175577,-3418.7310649462424,1839.1891891891892
34,0.0,1.0,,,,-3470.811973277541,-3470.703314392957,0.0,0.371494976350685,-3470.806932850427,1891.8918918918919
35,0.0,1.0,,,,-3519.0413716822572,-3511.721891932211,0.0,0.37457039681965204,-3518.663640571576,1944.5945945945946
36,0.0,1.0,,,,-3563.257762012467,-3554.5807365142946,0.0,0.3750117186642296,-3562.820067017409,1997.2972972972973
37,0.0,1.0,,,,-3603.2839939318633,-3593.192767791472,0.0,0.3754318574381201,-3602.719288098981,2050.0
38,0.0,1.0,,,,-3638.929801408011,-3627.3750242234655,0.0,0.3758359768835598,-3638.3957010718464,2102.7027027027025
39,0.0,1.0,,,,-3669.990321448807,-3669.3300053832445,0.0,0.37282508732117353,-3669.93952790525,2155.4054054054054
40,0.0,1.0,,,,-3696.244410767687,-3695.5534187036656,0.0,0.37299583207687803,-3696.1786019995875,2208.108108108108
41,0.0,1.0,,,,-3717.4527236788467,-3716.7251557765694,0.0,0.3731501516410479,-3717.389456904661,2260.810810810811
42,0.0,1.0,,,,-3733.3555068565543,-3732.5883659368587,0.0,0.3733119060364699,-3733.2824458165005,2313.5135135135133
43,0.0,1.0,,,,-3743.670056972918,-3742.8570922154427,0.0,0.37348104364335477,-3743.602309909746,2366.2162162162163
44,0.0,1.0,,,,-3748.0877750858917,-3747.2195942711464,0.0,0.37364234962848775,-3748.020991946236,2418.9189189189187
45,0.0,1.0,,,,-3746.270736221553,-3745.3759224821765,0.0,0.3737844626354005,-3746.199151119685,2471.6216216216217
46,0.0,1.0,,,,-3737.8476728525065,-3736.917955744071,0.0,0.37394866180664665,-3737.7701964266657,2524.324324324324
47,0.0,1.0,,,,-3722.4092455155073,-3722.409245514045,0.0,0.37303436897322695,-3722.409245515306,2577.027027027027
48,0.0,1.0,,,,-3699.5024407071137,-3699.5024407067244,0.0,0.3731612348870504,-3699.5024407070537,2629.7297297297296
49,0.0,1.0,,,,-3668.623892762564,-3668.6238927623112,0.0,0.373285873451983,-3668.62389276247,2682.4324324324325
50,0.0,1.0,,,,-3629.211868885272,-3629.2118688835712,0.0,0.37340841528983654,-3629.2118688850883,2735.135135135135
51,0.0,1.0,,,,-3580.63657947731,-3580.6365794763287,0.0,0.37352897527839934,-3580.6365794771305,2787.837837837838
52,0.0,1.0,,,,-3522.1883716649927,-3522.188371664496,0.0,0.37364754524733546,-3522.188371664777,2840.5405405405404
53,0.0,1.0,,,,-3453.063221064485,-3453.0223419454032,0.0,0.37376442543756283,-3453.060816410215,2893.2432432432433
54,0.0,1.0,,,,-3372.3447385053482,-3372.344738504548,0.0,0.37387962334203945,-3372.3447385052186,2945.945945945946
55,0.0,1.0,,,,-3278.981629108287,-3278.9816291072216,0.0,0.3739932671314611,-3278.9816291081534,2998.6486486486488
56,0.0,1.0,,,,-3171.7591415076936,-3171.7591415065053,0.0,0.37410541988960916,-3171.7591415075585,3051.3513513513512
57,0.0,1.0,,,,-3049.26246341901,-3049.262463417596,0.0,0.3742162040947126,-3049.262463418809,3104.054054054054
58,0.0,1.0,,,,-2909.829157124185,-2909.8291571223185,0.0,0.37432566650404614,-2909.8291571239097,3156.7567567567567
59,0.0,1.0,,,,-2751.486421875983,-2751.486421874773,0.0,0.37443390750392885,-2751.486421875751,3209.4594594594596
60,0.0,1.0,,,,-2571.866944472832,-2571.8669444709667,0.0,0.3745410408675248,-2571.8669444726893,3262.162162162162
61,0.0,1.0,,,,-2368.0938751531708,-2368.0938751522317,0.0,0.3746470057840426,-2368.093875152922,3314.864864864865
62,0.0,1.0,,,,-2136.6201805964893,-2136.6201805932474,0.0,0.3747520197165607,-2136.620180596158,3367.5675675675675
63,0.0,1.0,,,,-1872.9986645575032,-1872.998664555988,0.0,0.37485603332462003,-1872.9986645572237,3420.2702702702704
64,0.0,1.0,,,,-1571.5431527760218,-1571.5431527755738,0.0,0.3749591573954915,-1571.5431527759497,3472.972972972973
65,0.0,1.0,,,,-1224.8122191990524,-1224.8122190845197,0.0,0.37506183539208476,-1224.8122191934558,3525.6756756756754
66,0.0,1.0,,,,-822.7902099597533,-822.7902099589396,0.0,0.37516297926324366,-822.7902099596288,3578.3783783783783
67,0.0,1.0,,,,-351.52297717620024,-351.52297716148547,0.0,0.37526385767836207,-351.52297717533634,3631.081081081081
68,0.0,1.0,,,,209.2972181739566,209.29721820592616,0.0,0.3753640084806077,209.29721817541886,3683.7837837837837
69,0.0,1.0,,,,890.9532927661706,890.9532928306885,0.0,0.37546353813323274,890.9532927690583,3736.4864864864862
70,0.0,1.0,,,,1745.514575626945,1745.5145756274153,0.0,0.3755621732187948,1745.5145756270808,3789.189189189189
71,0.0,1.0,,,,2869.951666947814,2869.951666948975,0.0,0.37566052565209035,2869.9516669480186,3841.8918918918916
72,0.0,1.0,,,,4480.496490794639,4480.496490796166,0.0,0.37575826627753717,4480.496490795008,3894.5945945945946
73,0.0,1.0,,,,7262.174968036929,7262.174968037672,0.0,0.3758555620641492,7262.174968037155,3947.297297297297
74,0.0,1.0,,,,178955.97281336057,178955.97281337343,0.0,0.3759525343720959,178955.9728133642,4000.0
