,phitot,LRm,LTheta,LRp,LME,LBE,LEN,LTE,LCE,LMPot,LCON,LAG,lowTotal,HRm,HTheta,HRp,HME,HBE,HEN,HTE,HCE,HMPot,HCON,HAG,highTotal,state
0,100.0,0.00041211196922616834,0.0010000023850370286,1.429461653976278e-07,249.97573533870838,9.424822133150988e-05,-566.5431322661861,708.5010800700463,-29.234740020115364,-1.7153177052694462,62.15205430920013,72.15033881845201,-211.06444914525127,6.255454736749631e-05,0.0010000293916827873,6.243200426136255e-08,249.84016507486723,9.425331204300041e-05,-166.12532432319276,16.324928562325482,345.49251520032186,-6.394738828262797,0.0009981848636957905,-623.8867425486962,-194.30109955300273,11
1,116.66666666666667,0.0004226808988404457,0.0010000119637056286,1.3795176103549473e-07,291.63906572543,9.42500268684923e-05,-648.8335482869965,745.321457619547,-17.173242192198842,-1.6702796593438005,71.49927240256805,80.67000507085174,-221.7555778245332,6.756875059034865e-05,0.0010000012484270896,6.742748737033823e-08,291.4940285768941,9.424800707872379e-05,-193.81383384426553,19.045871503256315,408.00861653242737,-6.394665254987837,0.0015830651480529597,-727.8661716729891,-221.79849842907433,11
2,133.33333333333334,0.0004319254583380952,0.001000058935397018,1.3379832965350227e-07,333.3024645239572,9.42588811296069e-05,-729.4360096641678,778.3533218312314,-1.7878431229854175,-1.6360332124661763,80.58299639914448,88.35717109010125,-228.531362195472,7.223187278483797e-05,0.0010000331949245886,7.208450765750133e-08,333.14876816961606,9.425402894646723e-05,-221.50222358005254,21.76679921081171,472.18547570477205,-6.394598564951445,0.0023600468996651924,-831.8458132267907,-247.63414123068335,11
3,150.0,0.0004401805725151028,0.0010000114026410627,1.301622020332242e-07,374.9659238499667,9.424992110236797e-05,-808.5417761668026,808.3131321848336,16.852075347914855,-1.6098814376099813,89.40791561942527,95.23940079607536,-231.62004914983393,7.66026486647353e-05,0.001000176100690316,7.64526437045339e-08,374.80420987910213,9.428096885908032e-05,-249.19062813396815,24.487728803295767,538.1432674366903,-6.394542556783446,0.003356017983160312,-935.8254284834111,-271.6878769914381,11
4,166.66666666666669,0.0004475855060721735,0.0010000027439402402,1.2701902608048822e-07,416.6294306657859,9.42482889682558e-05,-886.3003075021461,835.723089368218,38.73453197588841,-1.5900156306319833,97.98111530935891,101.33921913290527,-231.153469854826,8.075757313115426e-05,0.0010000373438274236,8.058167159467372e-08,416.4603132284613,9.425481103819626e-05,-276.87894158571146,27.20864680971432,606.0182927985627,-6.394490775469654,0.004597711505880372,-1039.8052053175245,-293.8236485750866,11
5,183.33333333333334,0.0004541665568997553,0.001000274254184525,1.242505900552555e-07,458.29296723991445,9.42994745197033e-05,-962.8253427960112,860.9471100323517,63.901981200288674,-1.5751584905990437,106.30044957825426,106.67279556270178,-227.1887186355077,8.468574736357391e-05,0.001000197624440202,8.461524039459083e-08,458.1168722517751,9.428502674992694e-05,-304.56718624549256,29.929556067320878,675.9657946019796,-6.394443860742112,0.006111797639142779,-1143.7851041633191,-313.8861559325761,11
6,200.0,0.00046040886948476466,0.0010000004352852356,1.218438601388432e-07,499.9565612938215,9.424785380783051e-05,-1038.2148353297027,884.2920682789439,92.43550309311215,-1.5643901578122956,114.37338241878496,111.25523895691819,-219.7204908479492,8.845025046888369e-05,0.0010002108533752883,8.827836770927013e-08,499.7739097545128,9.428752085493251e-05,-332.25535594106464,32.65045579105219,748.1639908002942,-6.394400312348676,0.007924608906007347,-1247.765135971616,-331.69730529065885,11
7,216.66666666666669,0.0004660064927146551,0.0010000325484764978,1.1966643187208687e-07,541.6201733193379,9.425390708731766e-05,-1112.5463956424564,905.9833045416897,124.46427224466913,-1.5570189058618797,122.20103288988146,115.09740577701308,-208.68475333170815,9.206059298406336e-05,0.0010002255053410153,9.187403870100629e-08,541.4313399927657,9.429028328863733e-05,-359.94331463223693,35.37132867926749,822.8191483687733,-6.394356297875239,0.010062592657193803,-1351.7455420412332,-347.0509380452066,11
8,233.33333333333334,0.0004711928968450802,0.0010000021112106423,1.1771047851298938e-07,583.2838146790995,9.424816970408037e-05,-1185.8858572620527,926.2053647456946,160.16354829157325,-1.5525165144820148,129.78571149946194,118.20819882610058,-193.96104480608665,9.555709664379768e-05,0.0010000019188433635,9.52918641040426e-08,583.0891767784391,9.424813343722374e-05,-387.6309100695415,38.09215536889773,900.1719598870056,-6.394308271312841,0.012551840973862673,-1455.7265924190338,-359.7065300231879,11
9,250.0,0.00047597596390798106,0.0010000020882005292,1.159403606037175e-07,624.9474774428563,9.424816537214771e-05,-1258.2879039747124,945.10453363028,199.7625334442607,-1.550471055439269,137.12783561202448,120.59398071064847,-175.3680032516772,9.888573879348845e-05,0.0010002572660451473,9.858429670025897e-08,624.7472085243577,9.429627148449831e-05,-415.3188122634293,40.813021071796044,980.5053858464381,-6.394272613242793,0.015418577487797916,-1559.7070986985852,-369.380516906551,11
10,266.6666666666667,0.0004804080295777513,0.0010000103069735197,1.1433168291685228e-07,666.6111594520883,9.424971457172273e-05,-1329.7995117804855,962.8030475559756,243.55230878982516,-1.5505566850692392,144.22817744228664,122.25947866580128,-152.65601976852068,0.00010215397685038663,0.0010000098773099788,1.0183382783554934e-07,666.4056483778996,9.424963358341621e-05,-443.0064631697111,43.53385481601143,1064.1575839216705,-6.394234702152255,0.018688664879605802,-1663.6880506884945,-375.7353045336246,11
11,283.33333333333337,0.0004845353010857194,0.001000000867181951,1.1287273686182168e-07,708.2748592685601,9.424793521468124e-05,-1400.4598065974806,979.3988470569866,291.901401437345,-1.5525122402516038,151.08554121322786,123.20713568113878,-125.4944591664519,0.00010526782035247624,0.0010002949230437535,1.0496447584587684e-07,708.0642041569998,9.430337162678793e-05,-470.69379406150813,46.25464786099135,1151.536016642645,-6.394194633445882,0.022387922035480044,-1767.669570285698,-378.3633589492982,11
