,probLow,probHigh,lowEnergy,minLE,maxLE,minHE,maxHE,maxLPHI,maxHPHI,highEnergy,minCP,maxCP,minMP,maxMP,phitot
0,1.0,0.0,-489.47634748493846,-489.476356283009,-489.4762838121671,,,0.009276169729924687,0.0,,,,,,100.0
1,0.7674418604651163,0.23255813953488372,-804.6346532695555,-804.6346809391532,-804.6345136972849,-689.1199085310219,-689.1198715205868,0.014402307080942313,0.38205524837007004,-689.119896539759,4.6104373268339265e-19,4.610440758985016e-19,-4.111869034734431e-18,-4.111867681373419e-18,193.24324324324323
2,0.7297297297297297,0.2702702702702703,-1074.7623786302906,-1074.762414451437,-1074.7621361105116,-1017.8149095396842,-1017.8148777872501,0.018858069879144623,0.3820595314747545,-1017.8149030971465,6.997835501070747e-19,6.997857952090897e-19,-6.095630526333609e-18,-6.095620518934058e-18,286.48648648648646
3,0.6333333333333333,0.36666666666666664,-1317.940200547987,-1317.9402983319267,-1317.9394929212049,-1343.8561639734644,-1343.8560186580196,0.022995301612129124,0.38207027243174146,-1343.8561380064311,9.494508422574866e-19,9.494527861873487e-19,-8.079199329034104e-18,-8.079188771256863e-18,379.72972972972974
4,0.45454545454545453,0.5454545454545454,-1542.6655596308126,-1542.6656213259892,-1542.6651883033226,-1667.1847366891304,-1667.1845693045227,0.026971401790527434,0.3820864485305781,-1667.1846978870603,1.210289218394883e-18,1.2102921012316292e-18,-1.006253082359163e-17,-1.0062519746535618e-17,472.97297297297297
5,0.3333333333333333,0.6666666666666666,-1753.88764327481,-1753.887707862601,-1753.8875103020193,-1987.7384308069902,-1970.449778819678,0.03088369285260727,0.3873195065558597,-1986.8435648651594,1.4825518440803564e-18,1.5141362784464299e-18,-1.2235732451314961e-17,-1.204557029327572e-17,566.2162162162163
6,0.25,0.75,-1954.8655158635204,-1954.8655262647771,-1954.8654944981304,-2305.710101290158,-2303.907545431765,0.03480829688751682,0.38439173367951474,-2305.6099592315077,1.770895554107489e-18,1.782513381779613e-18,-1.4116727152974895e-17,-1.4055215393939928e-17,659.4594594594595
7,0.3333333333333333,0.6666666666666666,-2147.9411344287705,-2147.9412002492045,-2147.941045006737,-2621.7868342123447,-2621.679124882018,0.038818701975094905,0.3839819854806948,-2621.7778584340745,2.0739943488757585e-18,2.0771487438441644e-18,-1.6097100031861436e-17,-1.608006190868235e-17,752.7027027027027
8,0.23529411764705882,0.7647058823529411,-2334.9303742741718,-2334.930384625183,-2334.9303539450575,-2935.734138969611,-2935.734138968707,0.04300204385617218,0.38430744667851446,-2935.734138969278,2.389778342216715e-18,2.3897786032543628e-18,-1.8104685740485753e-17,-1.8104682618878872e-17,845.9459459459459
9,0.25,0.75,-2517.3587614925264,-2517.3587963630016,-2517.35872765204,-3247.282993718492,-3240.5423523559616,0.04748320498601228,0.38492885585255876,-3246.7212734753334,2.6927968351921534e-18,2.718461407141067e-18,-2.012806770715209e-17,-1.9987868337332224e-17,939.1891891891892
10,0.23529411764705882,0.7647058823529411,-2696.654135640064,-2696.654152058266,-2696.654121745599,-3556.2004438185154,-3556.1840704075535,0.052483034234303456,0.3856193376154751,-3556.1991843252686,3.0602534955417763e-18,3.0618611207812055e-18,-2.2156516961668087e-17,-2.2149391937755967e-17,1032.4324324324325
11,0.15789473684210525,0.8421052631578947,-2874.4082048084133,-2874.408218906991,-2874.4081977591245,-3862.2821480875095,-3850.3399727485107,0.05852816295515207,0.3861341531718575,-3861.534696751324,3.3802370345110202e-18,3.417547667102093e-18,-2.4174159141411365e-17,-2.399736322035746e-17,1125.6756756756756
12,0.047619047619047616,0.9523809523809523,-3053.3290260721847,-3053.3290260721847,-3053.3290260721847,-4165.346123975365,-4165.346123973533,0.06861501398810187,0.3863979938292584,-4165.346123975051,3.784344680478358e-18,3.7843453136916024e-18,-2.6184749255990927e-17,-2.6184745458473543e-17,1218.918918918919
13,0.0,1.0,,,,-4465.227569166586,-4465.2259587095405,0.0,0.3868358884319168,-4465.227484405528,4.167232273352135e-18,4.167784000280025e-18,-2.820088532726196e-17,-2.819837340578523e-17,1312.162162162162
14,0.0,1.0,,,,-4761.7745947908925,-4761.755799919036,0.0,0.3872997143083168,-4761.773605586903,4.5644447432758254e-18,4.566509775815479e-18,-3.021748753110909e-17,-3.020922880121517e-17,1405.4054054054054
15,0.0,1.0,,,,-5054.844716708632,-5054.42996746771,0.0,0.3877363064038937,-5054.820195481394,4.9652776277579275e-18,4.980116207486822e-18,-3.222128920626355e-17,-3.218282127703297e-17,1498.6486486486485
16,0.0,1.0,,,,-5344.301969565298,-5344.2850764460545,0.0,0.3879535120707608,-5344.301080447275,5.403249780688856e-18,5.405659615299765e-18,-3.422895932898694e-17,-3.422272109157538e-17,1591.8918918918919
17,0.0,1.0,,,,-5630.014525824745,-5625.535748536518,0.0,0.3900647606676171,-5629.765704256698,5.845594032690128e-18,5.8805812431463414e-18,-3.635738320279815e-17,-3.622547489165482e-17,1685.1351351351352
18,0.0,1.0,,,,-5911.852718422503,-5906.93166896933,0.0,0.3904068531669099,-5911.647674508277,6.303768796813366e-18,6.341960238087049e-18,-3.836158533456888e-17,-3.822566501494705e-17,1778.3783783783783
19,0.0,1.0,,,,-6189.687381093115,-6189.6873073811375,0.0,0.38864111824866926,-6189.687376449848,6.778203924857345e-18,6.778377824592301e-18,-4.02238008371437e-17,-4.0223371671036704e-17,1871.6216216216217
20,0.0,1.0,,,,-6463.388434537544,-6463.388126283685,0.0,0.38889315718288164,-6463.388411555015,7.269352547431154e-18,7.269730584668722e-18,-4.221951324030169e-17,-4.221867324500473e-17,1964.8648648648648
21,0.0,1.0,,,,-6732.823659064291,-6731.862347645899,0.0,0.3899561699775614,-6732.779872259032,7.777693218822463e-18,7.796206897336045e-18,-4.4273632737829467e-17,-4.4211646341691165e-17,2058.1081081081084
22,0.0,1.0,,,,-6997.857604952999,-6995.6810028112495,0.0,0.39059161095718503,-6997.74845055273,8.303730883056426e-18,8.332526376548015e-18,-4.629504806212961e-17,-4.620236342422247e-17,2151.3513513513512
23,0.0,1.0,,,,-7258.350600533403,-7254.532921501258,0.0,0.3911897828816692,-7258.1489762072515,8.847999441526196e-18,8.8872314680001e-18,-4.831342329978456e-17,-4.819089147296312e-17,2244.5945945945946
