,probLow,probHigh,lowEnergy,minLE,maxLE,minHE,maxHE,maxLPHI,maxHPHI,highEnergy,minCP,maxCP,minMP,maxMP,phitot
0,0.8297872340425532,0.1702127659574468,-478.53381299631303,-478.5338286280244,-478.5336656247328,-461.7704830558206,-461.7704027766307,0.009371063973251726,0.4067027560636909,-461.77045350608734,3.231675854164295e-19,3.2316793302252136e-19,-2.648667789440514e-18,-2.6486652946006657e-18,100.0
1,0.725,0.275,-746.3416470084808,-746.341669036801,-746.3415098557174,-827.7323940126545,-827.7323549564845,0.01394599294568483,0.4066959988257701,-827.7323769956053,5.908811134084395e-19,5.908827462923513e-19,-4.760235670514126e-18,-4.760223899785615e-18,179.72972972972974
2,0.7,0.3,-981.0547926029794,-981.0548299412283,-981.0546691186029,-1191.4717318921168,-1191.4716997682756,0.018032821340610447,0.4066958195598353,-1191.4717152094763,8.677345311537512e-19,8.677352729858e-19,-6.871696155253634e-18,-6.8716908863230096e-18,259.4594594594595
3,0.6538461538461539,0.34615384615384615,-1195.790405835969,-1195.7904215246945,-1195.7903869993809,-1552.9442556421243,-834.5139025390982,0.021905972189725526,0.4066997657490313,-1473.1186508152934,1.0388890861443362e-18,1.1539251316730077e-18,-1.0411981229576684e-17,-8.983032984453188e-18,339.18918918918916
4,0.5263157894736842,0.47368421052631576,-1397.0783988630287,-1397.0784703209115,-1397.0783084125626,-1912.1011664593275,-1912.1010010933926,0.025708300665666293,0.406706017428469,-1912.101122240683,1.4496531692737317e-18,1.4496539832275978e-18,-1.1094250454633361e-17,-1.1094244342591964e-17,418.9189189189189
5,0.43478260869565216,0.5652173913043478,-1588.8835151453472,-1588.8835479849047,-1588.883393202869,-2268.8908856354387,-2268.8907544863205,0.029546890463838963,0.40671491341009636,-2268.8908510262518,1.755134322897082e-18,1.7551361792205762e-18,-1.3205288691748582e-17,-1.320528199295995e-17,498.64864864864865
6,0.16666666666666666,0.8333333333333334,-1773.9471623583604,-1773.947180650929,-1773.9471550079093,-2623.284485942718,-2623.2844848899203,0.03353336963047049,0.406877005896025,-2623.284485622666,2.071460647208472e-18,2.0714744057995245e-18,-1.532390407822244e-17,-1.5323808516203713e-17,578.3783783783783
7,0.19047619047619047,0.8095238095238095,-1954.3997158804646,-1954.3997223538672,-1954.3996968601098,-2975.8825074962806,-2975.8825010678693,0.037824302580658116,0.40750912003618794,-2975.88250711561,2.401352704552827e-18,2.401368978897754e-18,-1.7471395552316216e-17,-1.7471273955915588e-17,658.1081081081081
8,0.19047619047619047,0.8095238095238095,-2132.1559666741305,-2132.1559737048137,-2132.1559476596344,-3326.777756407181,-3326.7777563981253,0.04271983802707569,0.40804664594009715,-3326.777756405838,2.7419720853354147e-18,2.7419727226462966e-18,-1.9619587027962683e-17,-1.9619581163320315e-17,737.8378378378378
9,0.0,1.0,,,,-3675.7474751253512,-3670.9506151040996,0.0,0.4085159747117891,-3675.4476713042877,3.0804981598347192e-18,3.0935178428757536e-18,-2.1767824120657227e-17,-2.166562530202918e-17,817.5675675675675
